cert,rcon2200_total_deposits,riad4073_total_interest_expense,riad4079_total_noninterest_income,riad4093_total_noninterest_expense,riad4107_total_interest_income,riad4340_net_income,riad4135_salaries_and_employee_benefits,n_missing,riad4092_other_noninterest_expense,riad4518_other_interest_income,name,asset,age,roa,roe,offices,specialization,bank_class,riad3196_relzd_gains(loss)_on_avl-fr-sle_secs,rconk115_ln_rstr_secd_nonfarm_own_pd_90
15584,563673,3290,7769,20688,26307,7274,12777,190,4870,34,Mid-Missouri Bank,629828,146.9890410958904,1.16,12.6,15,Commercial Lending Specialization,NM,0,0
29047,518453,8474,10386,24747,23374,103,13274,250,8411,329,First Federal Bank of Kansas City,832014,84.92054794520548,0.01,0.09,12,Mortgage Lending Specialization,SA,0,0
10175,125416,258,664,3362,4855,1066,1719,259,1337,5,Security State Bank of Hibbing,138702,108.32054794520548,0.84,8.45,1,Commercial Lending Specialization,NM,3,0
1604,121921,814,1497,5014,7102,2467,2704,218,1283,0,Security Bank USA,146745,109.33150684931506,1.7,18.13,2,Commercial Lending Specialization,NM,0,0
90245,368677,2804,3154,11295,15836,3428,5893,250,4510,67,Monson Savings Bank,421885,147.2219178082192,0.87,9.58,4,Commercial Lending Specialization,SB,-23,0
26444,406924,5771,931,9482,20513,4362,5718,192,3015,136,Everett Co-operative Bank,497897,129.44383561643835,0.89,7.06,2,Commercial Lending Specialization,SB,0,0
4232,79784,495,311,2047,3383,1042,1244,252,555,5,The State Bank of Wynnewood,94965,108.85205479452055,1.17,8.18,1,Agricultural  Specialization,NM,10,0
28262,1316357,18100,7642,38497,66198,11410,22837,187,10981,1050,ESSA Bank & Trust,1858718,103.43013698630136,0.62,6.57,23,Mortgage Lending Specialization,SB,163,0
14291,74158,700,1659,3719,4046,884,2095,248,915,34,Bank,90214,88.3013698630137,0.98,7.79,4,Commercial Lending Specialization,SM,0,0
9632,368245,3918,3061,11370,16527,3059,6546,252,3169,38,Fortress Bank,429797,115.43013698630136,0.74,7.01,10,Commercial Lending Specialization,NM,3,0
4526,149598,402,752,4424,8082,4008,2929,252,1139,7,Pony Express Bank,171255,128.6931506849315,2.37,19.32,2,Commercial Lending Specialization,NM,0,0
4235,194269,697,1469,7516,8327,1363,4058,257,2089,0,YNB,224722,107.13424657534246,0.63,8.87,5,Commercial Lending Specialization,NM,-20,0
8640,88890,635,311,2802,4327,1194,1838,252,751,0,The Farmers & Merchants Bank of North Dakota,105506,101.84657534246575,1.12,11.15,3,Agricultural  Specialization,NM,-47,0
1956,124241,496,1052,4162,6195,1704,2697,211,1023,0,Citizens Bank of Eldon,146071,114.38356164383562,1.15,8.53,4,Agricultural  Specialization,NM,0,0
26559,462957,5083,2687,17733,24830,3235,10397,192,6255,378,"StonehamBank,  A Co-operative Bank",600693,132.44657534246576,0.54,5.77,2,Commercial Lending Specialization,SB,780,0
10327,54482,164,416,2533,3231,670,1448,259,778,0,Citizens State Bank of Luling,64956,105.42739726027398,0.96,6.26,2,Commercial Lending Specialization,NM,0,0
31158,168855,532,2013,7171,7975,2150,4585,259,1908,0,First Southern Bank,190441,59.16164383561644,1.13,10.45,6,Commercial Lending Specialization,NM,0,0
35109,170776,1074,2083,7600,8487,1638,4134,259,2676,19,SENB Bank,224803,19.413698630136988,0.76,7.94,5,Commercial Lending Specialization,NM,29,0
16840,78731,229,509,2506,3089,851,1499,259,786,2,River Falls State Bank,91788,69.65205479452055,0.95,6.51,1,Commercial Lending Specialization,NM,-10,0
8295,172260,1267,550,5554,9219,2222,2966,252,1692,19,O'Bannon Banking Company,208841,113.55068493150685,1.11,12.52,5,Agricultural  Specialization,NM,0,0
12592,286005,2434,1300,8727,13528,2169,5273,252,2602,260,Security State Bank,344383,90.0054794520548,0.65,5.74,5,Commercial Lending Specialization,SM,-267,0
29087,270628,3684,15182,27280,17633,1100,17821,250,7308,101,BANK 34,382595,84.83561643835617,0.3,2.61,5,Commercial Lending Specialization,SA,0,0
12410,97820,700,938,3593,4816,1340,2048,259,1223,12,La Salle State Bank,142535,124.8054794520548,0.94,12.3,3,Commercial Lending Specialization,NM,19,0
11462,106646,641,355,3047,5500,1599,1951,250,776,6,Independent Farmers Bank,121689,99.23287671232876,1.36,14.79,3,Agricultural  Specialization,NM,-18,0
5364,233725,1297,1862,7563,9949,2937,4986,259,1866,19,The First National Bank of River Falls,277841,115.43013698630136,1.05,10.07,4,Commercial Lending Specialization,N,0,0
18033,86095,392,669,3568,4449,1050,1966,259,915,7,Security Bank of the Ozarks,97582,59.90958904109589,1.09,11.88,5,Commercial Lending Specialization,NM,-8,0
26554,119218,861,416,2489,4285,992,1354,259,870,62,Bank of Easton,144420,130.44383561643835,0.71,6.29,2,Mortgage Lending Specialization,SM,-16,0
22925,162609,569,122,4389,7183,1541,2955,216,1215,0,Independence Bank,186001,39.76712328767123,0.8,6.86,1,Commercial Lending Specialization,NM,-3,0
8564,70828,152,85,2071,3638,1491,1527,259,303,0,The Bank of Grain Valley,90590,114.07945205479452,1.61,7.65,2,Commercial Lending Specialization,NM,0,0
25886,452235,2667,4042,18381,21179,3001,9043,252,6584,17,Rio Bank,520514,34.26849315068493,0.46,4.76,14,Commercial Lending Specialization,NM,-123,0
21906,518810,3998,11778,25758,28820,10142,15138,250,7790,54,PriorityOne  Bank,648839,44.31780821917808,1.59,14.28,16,Commercial Lending Specialization,NM,200,0
1780,212255,2301,1754,7774,11448,3023,4051,259,2971,116,Farmers State Bank of Calhan,272211,102.8054794520548,1.15,11.88,3,Commercial Lending Specialization,NM,0,0
13068,268567,162,5974,12597,10131,3144,7315,252,3810,65,Community Bank and Trust,308220,135.44931506849315,0.99,11.2,14,All Other Specialization  < 1 Billion,SM,-22,0
18204,1189978,14422,8572,45797,61615,8784,26547,187,11769,1000,First County Bank,1674981,168.0054794520548,0.54,6.49,18,Mortgage Lending Specialization,SB,1764,0
18568,30386,68,94,336,1547,888,243,252,65,0,Community Bank of Easton,37214,56.81643835616438,2.57,13.69,1,Agricultural  Specialization,NM,0,0
414,212478,565,1635,5553,8888,3301,3095,211,1953,72,The Stock Exchange Bank,251601,116.43287671232876,1.3,9.35,3,Other Specialized Lending < 1 Billion,NM,-114,0
6837,1569152,8272,13072,43207,68388,24112,24574,185,13990,321,American National Bank and Trust Company,1853057,110.32602739726028,1.33,10.47,35,Commercial Lending Specialization,N,81,0
3368,97796,490,546,3285,6175,1396,1687,252,1479,0,Normangee State Bank,116840,107.43287671232876,1.14,7.49,1,All Other Specialization  < 1 Billion,NM,7,0
58564,4963833,83316,11260,109630,262029,63547,65118,181,29320,3576,Flushing Bank,6833890,12.038356164383561,0.97,9.82,20,Commercial Lending Specialization,NM,-1920,0
16852,161729,2493,558,4487,10232,3599,2403,252,1743,116,"Citizens Deposit Bank of Arlington, Inc.",213521,69.4904109589041,1.72,11.34,3,Agricultural  Specialization,NM,-36,0
16281,19901,87,285,1352,1160,4,788,259,399,0,Bank of Lumber City,24019,73.90958904109588,0.02,0.11,2,Agricultural  Specialization,NM,-2,0
24829,415147,6113,20315,28576,21879,6224,14323,192,11844,317,Atlantic Community Bankers Bank,752387,35.49589041095891,0.82,6.25,3,Commercial Lending Specialization,SM,0,0
12549,59908,256,247,1627,2102,337,704,259,687,3,Bank of Calhoun County,67216,121.43835616438356,0.51,5.2,3,All Other Specialization  < 1 Billion,NM,0,0
884,55468,273,231,1825,2307,430,944,211,623,0,The Citizens State Bank of Taylor County,61756,96.73972602739725,0.73,7.31,2,All Other Specialization  < 1 Billion,NM,0,0
8207,29432,67,65,505,774,221,336,252,133,0,Prairie Sun Bank,34491,103.47671232876712,0.72,8.39,2,Agricultural  Specialization,NM,0,0
10334,214393,2540,308,8082,9230,-863,5403,259,1426,2,Oakwood Bank,264622,119.43835616438356,-0.47,-2.66,3,Commercial Lending Specialization,NM,0,0
2138,1059091,4500,14449,39913,46147,12435,23390,185,13538,131,Queensborough National Bank & Trust Company,1171496,117.43835616438356,1.11,11.96,24,Commercial Lending Specialization,N,0,0
1164,544110,2671,5477,14737,24854,11918,6637,250,6043,84,The Citizens Bank,679648,114.43561643835616,1.7,17.49,6,Commercial Lending Specialization,NM,-24,0
10157,216280,583,3575,10218,9464,1792,5972,218,3069,16,The Shelby State Bank,245537,109.26849315068493,0.73,8.45,10,Commercial Lending Specialization,NM,-3,0
17262,336721,852,20713,30545,14159,2423,19227,252,9841,47,Essex Savings Bank,394564,167.87671232876713,0.62,5.05,7,Commercial Lending Specialization,SB,0,0
15585,94205,545,344,3507,4516,565,1805,211,1290,9,Bay Port State Bank,102253,81.25205479452055,0.58,7.59,3,Agricultural  Specialization,NM,0,0
30953,1939261,2996,9280,35797,55635,19666,18803,187,12606,1298,"El Dorado Savings Bank, F.S.B.",2184373,63.4027397260274,0.9,8.61,35,Mortgage Lending Specialization,SA,3,0
32245,6769396,62430,39354,195225,310780,68781,106017,183,46444,1652,"Dollar Bank, Federal Savings Bank",8514086,34.66027397260274,0.81,7.07,73,Mortgage Lending Specialization,SA,494,0
2710,290302,2713,1476,10712,15427,2837,5233,190,3110,104,"FIRST STATE BANK OF THE SOUTHEAST, INC",347050,115.43013698630136,0.83,9.16,10,Commercial Lending Specialization,NM,0,0
15158,153311,1203,1054,4076,7291,2402,2479,218,1245,13,Timberwood Bank,184774,111.85479452054794,1.34,10.74,2,Commercial Lending Specialization,NM,26,0
10520,119275,514,942,5468,6321,1071,2917,259,2021,23,The Citizens Bank,138623,90.67945205479452,0.78,8.36,5,All Other Specialization  < 1 Billion,NM,0,0
57265,1017100,8005,6314,29241,42690,6871,15477,191,8692,428,Citizens Community Federal National Association,1288089,17.43013698630137,0.67,6.18,28,Commercial Lending Specialization,N,-17,0
26881,112252,286,2059,6605,6042,4003,3476,259,1976,0,"Golden Pacific Bank, National Association",128396,32.38904109589041,3.13,30.59,4,Commercial Lending Specialization,N,0,0
90311,328880,3862,1303,11840,16231,1488,5416,252,4468,187,Bay State Savings Bank,418121,124.25753424657535,0.36,4,7,Commercial Lending Specialization,SB,592,0
3661,254490,3133,-262,4859,12722,3230,2677,192,1798,35,Union National Bank and Trust Company of Elgin,291353,115.05205479452054,1.05,8.58,2,Commercial Lending Specialization,N,0,0
8056,3100426,42128,48364,46171,137888,69930,29691,187,13757,5392,Merchants Bank of Indiana,3710275,95.95068493150686,1.92,16.14,5,Commercial Lending Specialization,NM,0,0
8259,94396,525,227,2786,3591,497,1757,250,568,49,The Merchants and Farmers Bank of Salisbury,102634,115.75616438356164,0.51,6.12,4,Agricultural  Specialization,NM,0,0
19700,215973,513,3802,9533,9953,2982,5193,259,2618,30,ValueBank Texas,242173,52.07671232876712,1.2,12.67,8,Commercial Lending Specialization,NM,0,0
14293,77501,265,464,2256,3080,987,1317,252,481,1,Citizens Bank & Trust,90658,117.2027397260274,1.1,9.53,3,Agricultural  Specialization,NM,0,0
24811,6835301,54525,56233,207959,292999,70930,126317,185,49191,3408,Boston Private Bank & Trust Company,8421894,35.49589041095891,0.85,9.5,23,Commercial Lending Specialization,SM,-596,0
21752,75211,229,282,1803,3298,1432,1041,252,604,5,First State Bank,82366,44.71232876712329,1.82,21.73,1,Agricultural  Specialization,NM,0,0
34885,581238,3966,4257,15042,20923,3413,10170,188,4213,99,"Affiliated Bank, National Association",751688,60.4,0.5,4.11,4,Commercial Lending Specialization,N,0,0
30969,90298,906,121,2078,3564,480,1086,259,740,7,First FSB of Mascoutah,105828,106.43013698630136,0.46,3.86,3,Mortgage Lending Specialization,SA,0,0
6616,306529,2432,638,8070,12984,2521,4684,211,2823,44,Kingston National Bank,350861,110.43287671232876,0.77,9.13,7,Agricultural  Specialization,N,-37,0
4958,189780,1548,1645,6134,9399,2799,3146,259,2267,63,The First National Bank of Oneida,214948,115.43835616438356,1.31,12.18,5,Commercial Lending Specialization,N,0,0
31329,60493,674,49,1580,3125,712,868,259,484,3,West Plains Savings and Loan Association,78057,100.42739726027398,0.92,4.17,1,Mortgage Lending Specialization,SA,0,0
8745,468055,2726,4472,16721,24868,7836,9265,252,5415,72,First State Bank of Middlebury,564490,109.43287671232876,1.44,13.72,7,Commercial Lending Specialization,NM,503,0
101,58924,372,267,2171,2819,-1152,1334,259,556,36,Bank of Prescott,72967,114.83013698630137,-1.61,-11.64,1,All Other Specialization  < 1 Billion,NM,0,0
5369,89851,546,321,2343,4897,1749,1574,252,619,31,West Plains Bank,119898,105.68219178082192,1.6,11.46,2,Agricultural  Specialization,SM,-1,0
27981,5696209,123837,21822,99886,324890,92135,47523,187,34943,9839,Capitol Federal Savings Bank,9321162,126.44109589041096,1,7.63,57,Mortgage Lending Specialization,SA,0,0
17872,89909,255,440,2989,4107,936,1446,252,1010,32,"First National Bank, Cortez",106820,60.989041095890414,0.9,9.26,1,Commercial Lending Specialization,N,0,0
14692,264296,2856,1903,9768,15382,2840,5607,252,2855,64,Peoples Bank,332872,102.22191780821917,0.84,6.74,9,Agricultural  Specialization,SM,0,0
20776,87117,137,116,757,1014,137,404,218,189,5,Union State Bank of Fargo,108853,46.75342465753425,0.14,1.33,2,Commercial Lending Specialization,NM,0,0
5006,256498,1780,2431,8702,12736,3465,5013,257,2837,47,First Choice Bank,296121,119.43835616438356,1.16,9.42,3,Commercial Lending Specialization,SM,4,0
10253,58617,109,145,1334,2341,1015,629,252,596,12,First Security Bank - West,67439,104.43013698630136,1.48,11.46,2,Commercial Lending Specialization,NM,2,0
19638,209333,1737,2813,8534,13234,5660,5594,257,1648,0,"Guaranty Bank & Trust Company of Delhi, Louisiana",253711,52.608219178082194,2.32,27.85,9,Commercial Lending Specialization,NM,0,0
26191,503585,3407,3867,18922,23938,3789,9315,250,7349,396,Highlands Union Bank,591931,34.06301369863014,0.64,6.99,14,Commercial Lending Specialization,SM,0,0
6794,154370,1428,1028,5452,7968,1672,3043,259,1860,0,"FNB Bank, Inc.",194072,108.9945205479452,0.89,8.91,5,Commercial Lending Specialization,NM,-169,0
226,110071,522,1309,4492,4837,920,2619,252,1376,33,Guthrie County State Bank,127886,87.62739726027397,0.76,7.31,2,Agricultural  Specialization,NM,-2,0
15105,56042,190,1064,1980,1752,632,1012,252,680,2,Zavala County Bank,65009,112.43561643835616,0.98,7.39,2,Agricultural  Specialization,NM,27,0
29962,87479,725,386,2612,3035,87,1471,257,778,23,"Family Federal Savings, F.A.",100498,142.45205479452054,0.09,0.77,3,Mortgage Lending Specialization,SA,0,0
5136,206805,1403,1636,8396,9698,1535,5305,259,1989,91,The First National Bank of Elk River,274289,112.43561643835616,0.56,6.03,4,Commercial Lending Specialization,N,0,0
29208,85821,1009,234,3601,4913,450,2127,259,1115,10,"Dalhart Federal Savings & Loan Association, SSB",110965,84.66849315068494,0.4,3.53,2,Mortgage Lending Specialization,SB,0,0
31345,10894,78,15,395,547,89,171,259,190,1,"Hertford Savings Bank, SSB",13085,96.42465753424658,0.71,4.17,1,Mortgage Lending Specialization,SB,0,0
22559,1289154,4008,21069,42106,52182,19959,25160,187,13244,98,American Bank Center,1426011,41.47123287671233,1.44,16.61,17,Agricultural  Specialization,NM,-145,0
18518,85587,929,499,3262,4895,1004,1824,252,805,25,Westside State Bank,104723,112.02191780821917,0.95,10.52,5,Agricultural  Specialization,NM,0,0
18342,500,7,46073,26145,256,19271,19676,217,5020,0,Boston Trust & Investment Management Company,47659,58.446575342465756,40.44,47.63,1,Other Specialized Lending < 1 Billion,NM,0,0
8235,916754,6765,10090,28726,40896,12162,16457,187,8778,75,Planters Bank & Trust Company,1047355,99.15342465753425,1.16,11.76,20,Commercial Lending Specialization,NM,201,0
15572,753648,4555,5255,21229,34228,10127,12499,190,5946,112,First National Bank of Pulaski,851418,81.38356164383562,1.22,12.15,12,Commercial Lending Specialization,N,2,0
4649,80743,822,407,3958,4638,55,2089,252,1390,29,Conway Bank,99992,133.11780821917807,0.05,0.59,4,Agricultural  Specialization,NM,0,0
22366,411648,5449,497,14644,23706,3016,8107,252,4504,201,GBC International Bank,536379,42.515068493150686,0.58,5.24,9,Commercial Lending Specialization,NM,0,0
17739,422525,5157,2484,11974,24027,7279,6853,252,3845,0,Plains State Bank,476612,62.13972602739726,1.6,14.77,6,Commercial Lending Specialization,NM,0,0
12865,35252,269,235,1320,1972,689,667,252,616,8,Swedish-American State Bank,42021,106.23561643835616,1.57,16.35,1,Agricultural  Specialization,SM,-111,0
14562,723418,4455,4537,25371,34301,8431,13330,252,7944,127,Centennial Bank,803576,84.98630136986301,1.1,11.33,15,Commercial Lending Specialization,NM,94,0
3902,126051,581,172,3183,5095,1176,2049,250,959,110,First National Bank and Trust Co. of Bottineau,144323,113.43561643835616,0.82,6.93,1,Agricultural  Specialization,N,3,0
13951,496821,1925,2503,10182,17178,7574,5443,252,3033,0,Community Bank of Louisiana,534839,117.69041095890411,1.52,21.75,10,Other Specialized Lending < 1 Billion,NM,0,0
10608,273923,2023,2750,10572,12031,1734,5377,252,3747,29,UNICO Bank,300878,118.43835616438356,0.6,6.6,15,Commercial Lending Specialization,NM,-17,0
26564,269435,1575,2854,9403,13699,4975,5152,252,3095,23,Delta Bank,296921,33.35616438356164,1.69,20.72,5,Agricultural  Specialization,NM,0,0
5150,37603,117,112,1313,1543,173,833,259,413,0,The First National Bank of Gilbert,41099,110.61643835616438,0.45,5.4,2,Consumer Lending Specialization,N,0,0
18150,224576,654,1042,5801,7755,1966,3171,216,2074,26,First National Bank of Jasper,257831,59.3013698630137,0.76,6.45,3,Other Specialized Lending < 1 Billion,N,0,0
91325,507,3,139002,101289,1103,27442,69904,218,25587,203,CIBC National Trust Company,234794,50.02739726027397,11.78,15.01,14,Other Specialized Lending < 1 Billion,N,0,0
8853,255665,2147,1618,7325,13136,5278,4527,252,1905,63,Glenwood State Bank (Incorporated),296376,112.08493150684932,1.87,19.36,3,Commercial Lending Specialization,NM,0,0
6923,635901,3034,6128,22387,26693,6696,11988,248,7389,148,The Fauquier Bank,730268,117.31780821917808,0.99,10.98,11,Commercial Lending Specialization,SM,838,0
11732,153879,1216,427,4161,6753,1201,2636,252,1185,3,Bank of Farmington,175758,116.43835616438356,0.72,6.43,4,Agricultural  Specialization,NM,0,0
34363,477932,3476,6864,21474,24106,4708,13229,190,5986,138,Core Bank,530188,22.386301369863013,0.93,10.5,7,Commercial Lending Specialization,NM,18,0
21868,2645036,17257,511490,437645,43504,92081,201416,191,201771,146,"Bessemer Trust Company, National Association",2992755,44.42191780821918,3.99,38.32,1,All Other Specialization  > 1 Billion,N,-198,0
17632,14273,84,17,520,590,3,382,252,115,0,The Farmers State Bank,16412,98.42465753424658,0.02,0.16,1,Agricultural  Specialization,NM,0,0
93,50473,806,464,1644,3459,1479,867,218,554,0,Riverside Bank,62570,103.43013698630136,2.4,28.07,2,Commercial Lending Specialization,NM,26,0
25849,208580,1175,4881,9682,9242,3012,3366,259,5808,58,Midwest Independent Bank,297960,34.364383561643834,1.02,7.86,2,All Other Specialization  < 1 Billion,SM,0,0
7590,121844,603,387,3453,6058,1629,2191,259,946,12,The National Bank of Malvern,146276,135.18356164383562,1.09,7.16,2,Agricultural  Specialization,N,0,0
16176,103668,444,484,3341,5019,1602,1723,259,1045,10,Johnson City Bank,118188,74.82739726027397,1.35,11.21,1,All Other Specialization  < 1 Billion,NM,14,0
15684,513964,4201,3121,16947,24137,5684,11053,192,3236,101,Border State Bank,593663,83.81369863013698,0.99,9.86,10,Agricultural  Specialization,NM,2,0
